submission_id,QUD,RT,age,comments,condition,correct,education,endTime,experiment_id,gender,languages,option1,option2,question,response,startDate,startTime,timeSpent,trial_name,trial_number,type,vignette
277,,3725,34,,none,false,Graduated College,1573289720236,6,male,German,FALSE,TRUE,William Shakespeare was a famous Italian painter in Rome.,FALSE,Sat Nov 09 2019 09:50:54 GMT+0100 (Mitteleuropäische Normalzeit),1573289454269,4.432783333333333,main_trials,6,filler,none
277,,11854,34,,10,false,Graduated College,1573289720236,6,male,German,FALSE,TRUE,"Emmanuel Macron, he did not call the King of France last night.",TRUE,Sat Nov 09 2019 09:50:54 GMT+0100 (Mitteleuropäische Normalzeit),1573289454269,4.432783333333333,main_trials,7,main,1
277,,4103,34,,none,true,Graduated College,1573289720236,6,male,German,FALSE,TRUE,There are more than 2 countries in the United Nations.,TRUE,Sat Nov 09 2019 09:50:54 GMT+0100 (Mitteleuropäische Normalzeit),1573289454269,4.432783333333333,main_trials,8,filler,none
277,,14287,34,,9,false,Graduated College,1573289720236,6,male,German,FALSE,TRUE,"The Emperor of Canada, he does not reside in Dresden for the summer.",TRUE,Sat Nov 09 2019 09:50:54 GMT+0100 (Mitteleuropäische Normalzeit),1573289454269,4.432783333333333,main_trials,9,main,2
277,,3730,34,,none,true,Graduated College,1573289720236,6,male,German,FALSE,TRUE,Monkeys like to eat bananas.,TRUE,Sat Nov 09 2019 09:50:54 GMT+0100 (Mitteleuropäische Normalzeit),1573289454269,4.432783333333333,main_trials,10,filler,none
277,,1595,34,,none,false,Graduated College,1573289720236,6,male,German,FALSE,TRUE,Germany has volcanoes.,TRUE,Sat Nov 09 2019 09:50:54 GMT+0100 (Mitteleuropäische Normalzeit),1573289454269,4.432783333333333,main_trials,11,special,5
277,,4982,34,,none,false,Graduated College,1573289720236,6,male,German,FALSE,TRUE,Vatican City is the world's largest country by land area.,FALSE,Sat Nov 09 2019 09:50:54 GMT+0100 (Mitteleuropäische Normalzeit),1573289454269,4.432783333333333,main_trials,12,filler,none
277,,3122,34,,0,false,Graduated College,1573289720236,6,male,German,FALSE,TRUE,The Pope’s wife is a lawyer.,FALSE,Sat Nov 09 2019 09:50:54 GMT+0100 (Mitteleuropäische Normalzeit),1573289454269,4.432783333333333,main_trials,13,main,3
277,,7796,34,,none,false,Graduated College,1573289720236,6,male,German,FALSE,TRUE,Romeo and Juliet is a tragedy written by Leo Tolstoy.,FALSE,Sat Nov 09 2019 09:50:54 GMT+0100 (Mitteleuropäische Normalzeit),1573289454269,4.432783333333333,main_trials,14,filler,none
277,,3561,34,,none,false,Graduated College,1573289720236,6,male,German,FALSE,TRUE,The desert of Sweden is the hottest desert in the world.,FALSE,Sat Nov 09 2019 09:50:54 GMT+0100 (Mitteleuropäische Normalzeit),1573289454269,4.432783333333333,main_trials,15,filler,none
277,,2281,34,,none,false,Graduated College,1573289720236,6,male,German,FALSE,TRUE,France has a king.,FALSE,Sat Nov 09 2019 09:50:54 GMT+0100 (Mitteleuropäische Normalzeit),1573289454269,4.432783333333333,main_trials,16,special,1
277,,3621,34,,none,false,Graduated College,1573289720236,6,male,German,FALSE,TRUE,India is the smallest country in Europe.,FALSE,Sat Nov 09 2019 09:50:54 GMT+0100 (Mitteleuropäische Normalzeit),1573289454269,4.432783333333333,main_trials,17,filler,none
277,,2024,34,,none,true,Graduated College,1573289720236,6,male,German,FALSE,TRUE,Canada is a democracy.,TRUE,Sat Nov 09 2019 09:50:54 GMT+0100 (Mitteleuropäische Normalzeit),1573289454269,4.432783333333333,main_trials,18,special,2
277,,9865,34,,1,false,Graduated College,1573289720236,6,male,German,FALSE,TRUE,"There is a rainforest in Belgium, and it provides a habitat for many species.",FALSE,Sat Nov 09 2019 09:50:54 GMT+0100 (Mitteleuropäische Normalzeit),1573289454269,4.432783333333333,main_trials,19,main,4
277,,2590,34,,none,false,Graduated College,1573289720236,6,male,German,FALSE,TRUE,Albert Einstein was a very famous Chinese scientist.,FALSE,Sat Nov 09 2019 09:50:54 GMT+0100 (Mitteleuropäische Normalzeit),1573289454269,4.432783333333333,main_trials,20,filler,none
277,,11921,34,,none,true,Graduated College,1573289720236,6,male,German,FALSE,TRUE,Test of English as a Foreign Language (TOEFL) is a standardized test to measure the English language ability of non-native speakers.,TRUE,Sat Nov 09 2019 09:50:54 GMT+0100 (Mitteleuropäische Normalzeit),1573289454269,4.432783333333333,main_trials,21,filler,none
277,,3361,34,,none,true,Graduated College,1573289720236,6,male,German,FALSE,TRUE,The Pope is currently not married.,TRUE,Sat Nov 09 2019 09:50:54 GMT+0100 (Mitteleuropäische Normalzeit),1573289454269,4.432783333333333,main_trials,22,special,3
277,,6680,34,,none,true,Graduated College,1573289720236,6,male,German,FALSE,TRUE,Hibernation is a deep sleep that helps animals to save energy and survive the winter without eating much.,TRUE,Sat Nov 09 2019 09:50:54 GMT+0100 (Mitteleuropäische Normalzeit),1573289454269,4.432783333333333,main_trials,23,filler,none
277,,2223,34,,none,false,Graduated College,1573289720236,6,male,German,FALSE,TRUE,Belgium has rainforests.,FALSE,Sat Nov 09 2019 09:50:54 GMT+0100 (Mitteleuropäische Normalzeit),1573289454269,4.432783333333333,main_trials,24,special,4
276,,3977,20,,none,false,Graduated High School,1573212354086,6,male,german,FALSE,TRUE,Spain is a country in Asia.,FALSE,Fri Nov 08 2019 12:21:34 GMT+0100 (Mitteleuropäische Normalzeit),1573212094561,4.3254166666666665,practice_trials,1,practice,undefined
276,,9809,20,,none,false,Graduated High School,1573212354086,6,male,german,FALSE,TRUE,World War II was a global war that lasted from 1914 to 1918.,FALSE,Fri Nov 08 2019 12:21:34 GMT+0100 (Mitteleuropäische Normalzeit),1573212094561,4.3254166666666665,practice_trials,2,practice,undefined
276,,7430,20,,none,true,Graduated High School,1573212354086,6,male,german,FALSE,TRUE,Normally there are 32 teeth in the adult human body.,TRUE,Fri Nov 08 2019 12:21:34 GMT+0100 (Mitteleuropäische Normalzeit),1573212094561,4.3254166666666665,practice_trials,3,practice,undefined
276,,4817,20,,none,true,Graduated High School,1573212354086,6,male,german,FALSE,TRUE,Alexander Bell invented the telephone.,FALSE,Fri Nov 08 2019 12:21:34 GMT+0100 (Mitteleuropäische Normalzeit),1573212094561,4.3254166666666665,practice_trials,4,practice,undefined
276,,9758,20,,none,true,Graduated High School,1573212354086,6,male,german,FALSE,TRUE,"William Shakespeare was an English poet, playwright and actor, regarded as the greatest writer in the English language.",TRUE,Fri Nov 08 2019 12:21:34 GMT+0100 (Mitteleuropäische Normalzeit),1573212094561,4.3254166666666665,practice_trials,5,practice,undefined
276,,12129,20,,none,true,Graduated High School,1573212354086,6,male,german,FALSE,TRUE,Russia is one of the biggest countries in the world.,TRUE,Fri Nov 08 2019 12:21:34 GMT+0100 (Mitteleuropäische Normalzeit),1573212094561,4.3254166666666665,main_trials,1,filler,none
276,,4673,20,,none,true,Graduated High School,1573212354086,6,male,german,FALSE,TRUE,An earthquake is the result of the sudden movement of the earth’s tectonic plates.,TRUE,Fri Nov 08 2019 12:21:34 GMT+0100 (Mitteleuropäische Normalzeit),1573212094561,4.3254166666666665,main_trials,2,filler,none
276,,11087,20,,10,false,Graduated High School,1573212354086,6,male,german,FALSE,TRUE,"Leipzig, it is not threatened by the volcanoes of Germany.",TRUE,Fri Nov 08 2019 12:21:34 GMT+0100 (Mitteleuropäische Normalzeit),1573212094561,4.3254166666666665,main_trials,3,main,5
276,,19583,20,,none,false,Graduated High School,1573212354086,6,male,german,FALSE,TRUE,Elvis Presley is one of the most popular musicians in this decade.,FALSE,Fri Nov 08 2019 12:21:34 GMT+0100 (Mitteleuropäische Normalzeit),1573212094561,4.3254166666666665,main_trials,4,filler,none
276,,5938,20,,none,true,Graduated High School,1573212354086,6,male,german,FALSE,TRUE,Valentine's Day is celebrated in many ways worldwide.,TRUE,Fri Nov 08 2019 12:21:34 GMT+0100 (Mitteleuropäische Normalzeit),1573212094561,4.3254166666666665,main_trials,5,filler,none
276,,6948,20,,none,true,Graduated High School,1573212354086,6,male,german,FALSE,TRUE,Trees absorb carbon dioxide and release oxygen.,TRUE,Fri Nov 08 2019 12:21:34 GMT+0100 (Mitteleuropäische Normalzeit),1573212094561,4.3254166666666665,main_trials,6,filler,none
276,,6498,20,,6,false,Graduated High School,1573212354086,6,male,german,FALSE,TRUE,The Emperor of Canada isn’t fond of sushi.,FALSE,Fri Nov 08 2019 12:21:34 GMT+0100 (Mitteleuropäische Normalzeit),1573212094561,4.3254166666666665,main_trials,7,main,2
276,,3976,20,,none,true,Graduated High School,1573212354086,6,male,german,FALSE,TRUE,In the German language every noun has a gender.,TRUE,Fri Nov 08 2019 12:21:34 GMT+0100 (Mitteleuropäische Normalzeit),1573212094561,4.3254166666666665,main_trials,8,filler,none
276,,6873,20,,1,false,Graduated High School,1573212354086,6,male,german,FALSE,TRUE,"France has a king, and he is bald.",TRUE,Fri Nov 08 2019 12:21:34 GMT+0100 (Mitteleuropäische Normalzeit),1573212094561,4.3254166666666665,main_trials,9,main,1
276,,23346,20,,none,false,Graduated High School,1573212354086,6,male,german,FALSE,TRUE,Taj Mahal is a mausoleum on the bank of the river in the city of Rome.,FALSE,Fri Nov 08 2019 12:21:34 GMT+0100 (Mitteleuropäische Normalzeit),1573212094561,4.3254166666666665,main_trials,10,filler,none
276,,3976,20,,none,false,Graduated High School,1573212354086,6,male,german,FALSE,TRUE,Germany has volcanoes.,FALSE,Fri Nov 08 2019 12:21:34 GMT+0100 (Mitteleuropäische Normalzeit),1573212094561,4.3254166666666665,main_trials,11,special,5
276,,4322,20,,none,true,Graduated High School,1573212354086,6,male,german,FALSE,TRUE,The president of the USA is called Donald Trump.,TRUE,Fri Nov 08 2019 12:21:34 GMT+0100 (Mitteleuropäische Normalzeit),1573212094561,4.3254166666666665,main_trials,12,filler,none
276,,3858,20,,0,false,Graduated High School,1573212354086,6,male,german,FALSE,TRUE,The Pope’s wife is a lawyer.,FALSE,Fri Nov 08 2019 12:21:34 GMT+0100 (Mitteleuropäische Normalzeit),1573212094561,4.3254166666666665,main_trials,13,main,3
276,,10459,20,,none,false,Graduated High School,1573212354086,6,male,german,FALSE,TRUE,Manchester United is a French football team based in Paris.,FALSE,Fri Nov 08 2019 12:21:34 GMT+0100 (Mitteleuropäische Normalzeit),1573212094561,4.3254166666666665,main_trials,14,filler,none
276,,3466,20,,none,false,Graduated High School,1573212354086,6,male,german,FALSE,TRUE,The Leaning Tower of Pisa is one of Germany’s major tourist attractions.,FALSE,Fri Nov 08 2019 12:21:34 GMT+0100 (Mitteleuropäische Normalzeit),1573212094561,4.3254166666666665,main_trials,15,filler,none
276,,2565,20,,none,true,Graduated High School,1573212354086,6,male,german,FALSE,TRUE,Canada is a democracy.,FALSE,Fri Nov 08 2019 12:21:34 GMT+0100 (Mitteleuropäische Normalzeit),1573212094561,4.3254166666666665,main_trials,16,special,2
276,,6287,20,,none,true,Graduated High School,1573212354086,6,male,german,FALSE,TRUE,The brain is made up of very special cells called neurons.,TRUE,Fri Nov 08 2019 12:21:34 GMT+0100 (Mitteleuropäische Normalzeit),1573212094561,4.3254166666666665,main_trials,17,filler,none
276,,14187,20,,none,false,Graduated High School,1573212354086,6,male,german,FALSE,TRUE,France has a king.,TRUE,Fri Nov 08 2019 12:21:34 GMT+0100 (Mitteleuropäische Normalzeit),1573212094561,4.3254166666666665,main_trials,18,special,1
276,,7253,20,,9,false,Graduated High School,1573212354086,6,male,german,FALSE,TRUE,"The Belgian rainforest, it is not the favorite nature spot of Donald Trump.",FALSE,Fri Nov 08 2019 12:21:34 GMT+0100 (Mitteleuropäische Normalzeit),1573212094561,4.3254166666666665,main_trials,19,main,4
276,,6374,20,,none,true,Graduated High School,1573212354086,6,male,german,FALSE,TRUE,Test of English as a Foreign Language (TOEFL) is a standardized test to measure the English language ability of non-native speakers.,TRUE,Fri Nov 08 2019 12:21:34 GMT+0100 (Mitteleuropäische Normalzeit),1573212094561,4.3254166666666665,main_trials,20,filler,none
276,,8801,20,,none,true,Graduated High School,1573212354086,6,male,german,FALSE,TRUE,The heart is an organ in your body that pumps blood to other organs.,TRUE,Fri Nov 08 2019 12:21:34 GMT+0100 (Mitteleuropäische Normalzeit),1573212094561,4.3254166666666665,main_trials,21,filler,none
276,,2775,20,,none,true,Graduated High School,1573212354086,6,male,german,FALSE,TRUE,The Pope is currently not married.,TRUE,Fri Nov 08 2019 12:21:34 GMT+0100 (Mitteleuropäische Normalzeit),1573212094561,4.3254166666666665,main_trials,22,special,3
276,,8414,20,,none,false,Graduated High School,1573212354086,6,male,german,FALSE,TRUE,There is always a lot of snow during summer in Sydney.,FALSE,Fri Nov 08 2019 12:21:34 GMT+0100 (Mitteleuropäische Normalzeit),1573212094561,4.3254166666666665,main_trials,23,filler,none
276,,2932,20,,none,false,Graduated High School,1573212354086,6,male,german,FALSE,TRUE,Belgium has rainforests.,FALSE,Fri Nov 08 2019 12:21:34 GMT+0100 (Mitteleuropäische Normalzeit),1573212094561,4.3254166666666665,main_trials,24,special,4
275,,6395,22,,none,true,Graduated High School,1573211745003,6,male,German,FALSE,TRUE,Alexander Bell invented the telephone.,FALSE,Fri Nov 08 2019 12:11:24 GMT+0100 (Mitteleuropäische Normalzeit),1573211484141,4.3477,practice_trials,1,practice,undefined
275,,7895,22,,none,false,Graduated High School,1573211745003,6,male,German,FALSE,TRUE,World War II was a global war that lasted from 1914 to 1918.,FALSE,Fri Nov 08 2019 12:11:24 GMT+0100 (Mitteleuropäische Normalzeit),1573211484141,4.3477,practice_trials,2,practice,undefined
275,,23639,22,,none,true,Graduated High School,1573211745003,6,male,German,FALSE,TRUE,"William Shakespeare was an English poet, playwright and actor, regarded as the greatest writer in the English language.",TRUE,Fri Nov 08 2019 12:11:24 GMT+0100 (Mitteleuropäische Normalzeit),1573211484141,4.3477,practice_trials,3,practice,undefined
275,,27111,22,,none,true,Graduated High School,1573211745003,6,male,German,FALSE,TRUE,Normally there are 32 teeth in the adult human body.,TRUE,Fri Nov 08 2019 12:11:24 GMT+0100 (Mitteleuropäische Normalzeit),1573211484141,4.3477,practice_trials,4,practice,undefined
275,,3596,22,,none,false,Graduated High School,1573211745003,6,male,German,FALSE,TRUE,Spain is a country in Asia.,FALSE,Fri Nov 08 2019 12:11:24 GMT+0100 (Mitteleuropäische Normalzeit),1573211484141,4.3477,practice_trials,5,practice,undefined
275,,3961,22,,none,false,Graduated High School,1573211745003,6,male,German,FALSE,TRUE,Manchester United is a French football team based in Paris.,FALSE,Fri Nov 08 2019 12:11:24 GMT+0100 (Mitteleuropäische Normalzeit),1573211484141,4.3477,main_trials,1,filler,none
275,,4096,22,,none,true,Graduated High School,1573211745003,6,male,German,FALSE,TRUE,The Solar System includes the planet Earth.,TRUE,Fri Nov 08 2019 12:11:24 GMT+0100 (Mitteleuropäische Normalzeit),1573211484141,4.3477,main_trials,2,filler,none
275,,5627,22,,1,false,Graduated High School,1573211745003,6,male,German,FALSE,TRUE,"There are volcanoes in Germany, and they dominate the landscape.",FALSE,Fri Nov 08 2019 12:11:24 GMT+0100 (Mitteleuropäische Normalzeit),1573211484141,4.3477,main_trials,3,main,5
275,,3782,22,,none,true,Graduated High School,1573211745003,6,male,German,FALSE,TRUE,Planet Earth is part of the galaxy ‘Milky Way’.,TRUE,Fri Nov 08 2019 12:11:24 GMT+0100 (Mitteleuropäische Normalzeit),1573211484141,4.3477,main_trials,4,filler,none
275,,4222,22,,none,true,Graduated High School,1573211745003,6,male,German,FALSE,TRUE,The heart is an organ in your body that pumps blood to other organs.,TRUE,Fri Nov 08 2019 12:11:24 GMT+0100 (Mitteleuropäische Normalzeit),1573211484141,4.3477,main_trials,5,filler,none
275,,3445,22,,none,true,Graduated High School,1573211745003,6,male,German,FALSE,TRUE,The Great Wall is one of the seven wonders of the world.,TRUE,Fri Nov 08 2019 12:11:24 GMT+0100 (Mitteleuropäische Normalzeit),1573211484141,4.3477,main_trials,6,filler,none
275,,7669,22,,6,false,Graduated High School,1573211745003,6,male,German,FALSE,TRUE,The Pope’s wife isn’t a lawyer.,TRUE,Fri Nov 08 2019 12:11:24 GMT+0100 (Mitteleuropäische Normalzeit),1573211484141,4.3477,main_trials,7,main,3
275,,3821,22,,none,true,Graduated High School,1573211745003,6,male,German,FALSE,TRUE,Water boils at 100 degree C.,TRUE,Fri Nov 08 2019 12:11:24 GMT+0100 (Mitteleuropäische Normalzeit),1573211484141,4.3477,main_trials,8,filler,none
275,,6978,22,,10,false,Graduated High School,1573211745003,6,male,German,FALSE,TRUE,"Dresden, it is not the home of the Emperor of Canada for the summer.",TRUE,Fri Nov 08 2019 12:11:24 GMT+0100 (Mitteleuropäische Normalzeit),1573211484141,4.3477,main_trials,9,main,2
275,,4545,22,,none,true,Graduated High School,1573211745003,6,male,German,FALSE,TRUE,The brain needs a constant supply of oxygen to perform basic functions.,TRUE,Fri Nov 08 2019 12:11:24 GMT+0100 (Mitteleuropäische Normalzeit),1573211484141,4.3477,main_trials,10,filler,none
275,,2104,22,,none,false,Graduated High School,1573211745003,6,male,German,FALSE,TRUE,Germany has volcanoes.,TRUE,Fri Nov 08 2019 12:11:24 GMT+0100 (Mitteleuropäische Normalzeit),1573211484141,4.3477,main_trials,11,special,5
275,,3596,22,,none,true,Graduated High School,1573211745003,6,male,German,FALSE,TRUE,Square root of 16 is 4.,TRUE,Fri Nov 08 2019 12:11:24 GMT+0100 (Mitteleuropäische Normalzeit),1573211484141,4.3477,main_trials,12,filler,none
275,,10912,22,,0,false,Graduated High School,1573211745003,6,male,German,FALSE,TRUE,The king of France is bald.,FALSE,Fri Nov 08 2019 12:11:24 GMT+0100 (Mitteleuropäische Normalzeit),1573211484141,4.3477,main_trials,13,main,1
275,,4158,22,,none,true,Graduated High School,1573211745003,6,male,German,FALSE,TRUE,There are more than 2 countries in the United Nations.,TRUE,Fri Nov 08 2019 12:11:24 GMT+0100 (Mitteleuropäische Normalzeit),1573211484141,4.3477,main_trials,14,filler,none
275,,3431,22,,none,false,Graduated High School,1573211745003,6,male,German,FALSE,TRUE,James Bond is a spanish dancer from Madrid.,FALSE,Fri Nov 08 2019 12:11:24 GMT+0100 (Mitteleuropäische Normalzeit),1573211484141,4.3477,main_trials,15,filler,none
275,,4647,22,,none,true,Graduated High School,1573211745003,6,male,German,FALSE,TRUE,The Pope is currently not married.,TRUE,Fri Nov 08 2019 12:11:24 GMT+0100 (Mitteleuropäische Normalzeit),1573211484141,4.3477,main_trials,16,special,3
275,,5337,22,,none,true,Graduated High School,1573211745003,6,male,German,FALSE,TRUE,The Moon is an astronomical body that orbits planet Earth.,TRUE,Fri Nov 08 2019 12:11:24 GMT+0100 (Mitteleuropäische Normalzeit),1573211484141,4.3477,main_trials,17,filler,none
275,,2287,22,,none,true,Graduated High School,1573211745003,6,male,German,FALSE,TRUE,Canada is a democracy.,TRUE,Fri Nov 08 2019 12:11:24 GMT+0100 (Mitteleuropäische Normalzeit),1573211484141,4.3477,main_trials,18,special,2
275,,5750,22,,9,false,Graduated High School,1573211745003,6,male,German,FALSE,TRUE,"The Belgian rainforest, it is not the favorite nature spot of Donald Trump.",TRUE,Fri Nov 08 2019 12:11:24 GMT+0100 (Mitteleuropäische Normalzeit),1573211484141,4.3477,main_trials,19,main,4
275,,5399,22,,none,true,Graduated High School,1573211745003,6,male,German,FALSE,TRUE,Leonardo DiCaprio is a famous actor.,TRUE,Fri Nov 08 2019 12:11:24 GMT+0100 (Mitteleuropäische Normalzeit),1573211484141,4.3477,main_trials,20,filler,none
275,,3456,22,,none,true,Graduated High School,1573211745003,6,male,German,FALSE,TRUE,Monkeys like to eat bananas.,TRUE,Fri Nov 08 2019 12:11:24 GMT+0100 (Mitteleuropäische Normalzeit),1573211484141,4.3477,main_trials,21,filler,none
275,,3218,22,,none,false,Graduated High School,1573211745003,6,male,German,FALSE,TRUE,France has a king.,FALSE,Fri Nov 08 2019 12:11:24 GMT+0100 (Mitteleuropäische Normalzeit),1573211484141,4.3477,main_trials,22,special,1
275,,3457,22,,none,true,Graduated High School,1573211745003,6,male,German,FALSE,TRUE,Johnny Depp is an American actor who took part in the ‘Pirates of the Caribbean’ movies.,TRUE,Fri Nov 08 2019 12:11:24 GMT+0100 (Mitteleuropäische Normalzeit),1573211484141,4.3477,main_trials,23,filler,none
275,,3421,22,,none,false,Graduated High School,1573211745003,6,male,German,FALSE,TRUE,Belgium has rainforests.,FALSE,Fri Nov 08 2019 12:11:24 GMT+0100 (Mitteleuropäische Normalzeit),1573211484141,4.3477,main_trials,24,special,4
274,,5326,23,,none,true,Graduated College,1573210780391,6,male,German,FALSE,TRUE,Normally there are 32 teeth in the adult human body.,TRUE,Fri Nov 08 2019 11:56:06 GMT+0100 (Central European Standard Time),1573210566471,3.5653333333333332,practice_trials,1,practice,undefined
274,,2488,23,,none,false,Graduated College,1573210780391,6,male,German,FALSE,TRUE,Spain is a country in Asia.,FALSE,Fri Nov 08 2019 11:56:06 GMT+0100 (Central European Standard Time),1573210566471,3.5653333333333332,practice_trials,2,practice,undefined
274,,6377,23,,none,true,Graduated College,1573210780391,6,male,German,FALSE,TRUE,Alexander Bell invented the telephone.,TRUE,Fri Nov 08 2019 11:56:06 GMT+0100 (Central European Standard Time),1573210566471,3.5653333333333332,practice_trials,3,practice,undefined
274,,5837,23,,none,true,Graduated College,1573210780391,6,male,German,FALSE,TRUE,"William Shakespeare was an English poet, playwright and actor, regarded as the greatest writer in the English language.",TRUE,Fri Nov 08 2019 11:56:06 GMT+0100 (Central European Standard Time),1573210566471,3.5653333333333332,practice_trials,4,practice,undefined
274,,5901,23,,none,false,Graduated College,1573210780391,6,male,German,FALSE,TRUE,World War II was a global war that lasted from 1914 to 1918.,FALSE,Fri Nov 08 2019 11:56:06 GMT+0100 (Central European Standard Time),1573210566471,3.5653333333333332,practice_trials,5,practice,undefined
274,,6395,23,,none,true,Graduated College,1573210780391,6,male,German,FALSE,TRUE,The town of Pisa in Italy is famous for its Leaning Tower of Pisa.,TRUE,Fri Nov 08 2019 11:56:06 GMT+0100 (Central European Standard Time),1573210566471,3.5653333333333332,main_trials,1,filler,none
274,,5419,23,,none,true,Graduated College,1573210780391,6,male,German,FALSE,TRUE,Three is a prime number.,TRUE,Fri Nov 08 2019 11:56:06 GMT+0100 (Central European Standard Time),1573210566471,3.5653333333333332,main_trials,2,filler,none
274,,7907,23,,9,false,Graduated College,1573210780391,6,male,German,FALSE,TRUE,"The volcanoes of Germany, they do not threaten Leipzig.",TRUE,Fri Nov 08 2019 11:56:06 GMT+0100 (Central European Standard Time),1573210566471,3.5653333333333332,main_trials,3,main,5
274,,3675,23,,none,true,Graduated College,1573210780391,6,male,German,FALSE,TRUE,London is famous for Big Ben and the Queen.,TRUE,Fri Nov 08 2019 11:56:06 GMT+0100 (Central European Standard Time),1573210566471,3.5653333333333332,main_trials,4,filler,none
274,,8590,23,,none,true,Graduated College,1573210780391,6,male,German,FALSE,TRUE,Dinosaurs became extinct millions of years ago.,TRUE,Fri Nov 08 2019 11:56:06 GMT+0100 (Central European Standard Time),1573210566471,3.5653333333333332,main_trials,5,filler,none
274,,4033,23,,none,true,Graduated College,1573210780391,6,male,German,FALSE,TRUE,Earth has a powerful magnetic field.,FALSE,Fri Nov 08 2019 11:56:06 GMT+0100 (Central European Standard Time),1573210566471,3.5653333333333332,main_trials,6,filler,none
274,,10838,23,,10,false,Graduated College,1573210780391,6,male,German,FALSE,TRUE,"Dresden, it is not the home of the Emperor of Canada for the summer.",TRUE,Fri Nov 08 2019 11:56:06 GMT+0100 (Central European Standard Time),1573210566471,3.5653333333333332,main_trials,7,main,2
274,,6210,23,,none,true,Graduated College,1573210780391,6,male,German,FALSE,TRUE,Steve Jobs was an American inventor and co-founder of Apple.,TRUE,Fri Nov 08 2019 11:56:06 GMT+0100 (Central European Standard Time),1573210566471,3.5653333333333332,main_trials,8,filler,none
274,,9154,23,,0,false,Graduated College,1573210780391,6,male,German,FALSE,TRUE,The Belgian rainforest provides a habitat for many species.,TRUE,Fri Nov 08 2019 11:56:06 GMT+0100 (Central European Standard Time),1573210566471,3.5653333333333332,main_trials,9,main,4
274,,2837,23,,none,true,Graduated College,1573210780391,6,male,German,FALSE,TRUE,Venice is a city in Italy.,TRUE,Fri Nov 08 2019 11:56:06 GMT+0100 (Central European Standard Time),1573210566471,3.5653333333333332,main_trials,10,filler,none
274,,2284,23,,none,false,Graduated College,1573210780391,6,male,German,FALSE,TRUE,Germany has volcanoes.,TRUE,Fri Nov 08 2019 11:56:06 GMT+0100 (Central European Standard Time),1573210566471,3.5653333333333332,main_trials,11,special,5
274,,3314,23,,none,true,Graduated College,1573210780391,6,male,German,FALSE,TRUE,Leonardo DiCaprio is a famous actor.,TRUE,Fri Nov 08 2019 11:56:06 GMT+0100 (Central European Standard Time),1573210566471,3.5653333333333332,main_trials,12,filler,none
